-10.0  0.0  0.0  0.0  1.86537274944e-16  -377673.90625  -3.52251306446e-11  -3.35064551191e-11  2.14688244636e-17  -27000000.0  4.9999973e+13
-9.9  0.0  0.0  0.0  7.47053757704e-16  -377551.117205  -1.41027671109e-10  -2.06842143588e-10  2.22915643345e-17  -27000000.0  4.9999973e+13
-9.8  0.0  0.0  0.0  3.41195115049e-16  -377498.684902  -6.44064005363e-11  -4.88633605455e-11  2.30473720038e-17  -27000000.0  4.9999973e+13
-9.7  0.0  0.0  0.0  3.81736829434e-16  -377953.629651  -7.22725653929e-11  -5.44083473262e-11  2.36546239649e-17  -27000000.0  4.9999973e+13
-9.6  0.0  0.0  0.0  8.68678900857e-16  -378915.951453  -1.64626165679e-10  -2.2347710393e-10  2.40744107e-17  -27000000.0  4.9999973e+13
-9.5  0.0  0.0  0.0  3.58902391661e-16  -379237.65625  -6.8054650918e-11  -3.24564179932e-11  2.43164582414e-17  -27000000.0  4.9999973e+13
-9.4  0.0  0.0  0.0  7.73970143272e-16  -379401.200867  -1.46775399467e-10  -2.11301328736e-10  2.44277515257e-17  -27000000.0  4.9999973e+13
-9.3  0.0  0.0  0.0  3.79270254495e-16  -380568.191956  -7.20382108848e-11  -5.48514194044e-11  2.4476940477e-17  -27000000.0  4.9999973e+13
-9.2  0.0  0.0  0.0  3.72689353886e-16  -381984.647009  -7.13614200985e-11  -5.83480074242e-11  2.45405069516e-17  -27000000.0  4.9999973e+13
-9.1  0.0  0.0  0.0  7.54227441446e-16  -383650.566026  -1.44745027108e-10  -2.21791092795e-10  2.46870712799e-17  -27000000.0  4.9999973e+13
-9.0  0.0  0.0  0.0  3.83598722499e-16  -384560.125  -7.3758386337e-11  -2.93275331181e-11  2.49549172502e-17  -27000000.0  4.9999973e+13
-8.9  0.0  0.0  0.0  8.47070729988e-16  -385703.688436  -1.6324813866e-10  -2.21953208885e-10  2.53289636121e-17  -27000000.0  4.9999973e+13
-8.8  0.0  0.0  0.0  3.61268237544e-16  -387933.646145  -6.97662179598e-11  -5.46946427884e-11  2.57343166603e-17  -27000000.0  4.9999973e+13
-8.7  0.0  0.0  0.0  3.25646878456e-16  -390055.340504  -6.37473356161e-11  -5.87530715411e-11  2.6060130811e-17  -27000000.0  4.9999973e+13
-8.6  0.0  0.0  0.0  7.40206652722e-16  -392068.771512  -1.45191491629e-10  -2.34128495143e-10  2.6207152805e-17  -27000000.0  4.9999973e+13
-8.5  0.0  0.0  0.0  2.46207066778e-16  -393920.65625  -4.84930246594e-11  -2.90401174251e-11  2.61350852512e-17  -27000000.0  4.9999973e+13
-8.4  0.0  0.0  0.0  8.19304827557e-16  -396398.523606  -1.62262427325e-10  -2.34971577378e-10  2.58814806775e-17  -27000000.0  4.9999973e+13
-8.3  0.0  0.0  0.0  4.39070938936e-16  -399559.966202  -8.73760012951e-11  -6.22761499103e-11  2.55435419084e-17  -27000000.0  4.9999973e+13
-8.2  0.0  0.0  0.0  4.70329080653e-16  -402454.521499  -9.49736227311e-11  -6.86363722135e-11  2.52338189639e-17  -27000000.0  4.9999973e+13
-8.1  0.0  0.0  0.0  9.13079252707e-16  -405082.189496  -1.85055291633e-10  -2.54052244287e-10  2.50331614371e-17  -27000000.0  4.9999973e+13
-8.0  0.0  0.0  0.0  1.97809523231e-16  -408054.59375  -4.0358542321e-11  -2.3150974127e-11  2.49611981314e-17  -27000000.0  4.9999973e+13
-7.9  0.0  0.0  0.0  9.16687585812e-16  -411824.835709  -1.88590169563e-10  -2.64766421448e-10  2.49742863766e-17  -27000000.0  4.9999973e+13
-7.8  0.0  0.0  0.0  4.96677707813e-16  -415709.236903  -1.02773154517e-10  -7.60229339597e-11  2.49900796113e-17  -27000000.0  4.9999973e+13
-7.7  0.0  0.0  0.0  5.05146534195e-16  -419341.558246  -1.06334166205e-10  -8.06661205477e-11  2.49270884565e-17  -27000000.0  4.9999973e+13
-7.6  0.0  0.0  0.0  9.42094064956e-16  -422721.799737  -1.99273204627e-10  -2.78695981212e-10  2.47418021904e-17  -27000000.0  4.9999973e+13
-7.5  0.0  0.0  0.0  3.94040256458e-16  -427131.8125  -8.41535644695e-11  -4.68007193214e-11  2.44473293073e-17  -27000000.0  4.9999973e+13
-7.4  0.0  0.0  0.0  8.48443657772e-16  -432342.270356  -1.83201795715e-10  -2.85264598707e-10  2.41091380437e-17  -27000000.0  4.9999973e+13
-7.3  0.0  0.0  0.0  3.9404742215e-16  -436792.715119  -8.54838777263e-11  -6.99850247106e-11  2.38248715167e-17  -27000000.0  4.9999973e+13
-7.2  0.0  0.0  0.0  4.15365905011e-16  -441211.587844  -9.22517710561e-11  -7.65473215669e-11  2.37028883679e-17  -27000000.0  4.9999973e+13
-7.1  0.0  0.0  0.0  9.12399106355e-16  -445598.888532  -2.03505475704e-10  -3.04951489276e-10  2.38488442837e-17  -27000000.0  4.9999973e+13
-7.0  0.0  0.0  0.0  3.3482132438e-16  -451548.75  -7.55940752485e-11  -3.34364617856e-11  2.43590862634e-17  -27000000.0  4.9999973e+13
-6.9  0.0  0.0  0.0  1.03922708942e-15  -458207.152986  -2.37790932739e-10  -3.19573408297e-10  2.53128233219e-17  -27000000.0  4.9999973e+13
-6.8  0.0  0.0  0.0  4.80788071678e-16  -463444.425995  -1.10578198141e-10  -7.92586148862e-11  2.67535770753e-17  -27000000.0  4.9999973e+13
-6.7  0.0  0.0  0.0  4.52048598358e-16  -469110.360773  -1.06897919054e-10  -8.91218311573e-11  2.86637290944e-17  -27000000.0  4.9999973e+13
