0.0 2000000.0 1200000.0
0.1 2025116.20781 1230139.44937
0.2 2050133.29343 1260159.95211
0.3 2074952.52583 1289943.031
0.4 2099475.95487 1319371.14584
0.5 2123606.79775 1348328.1573
0.6 2147249.82107 1376699.78529
0.7 2170311.71663 1404374.05995
0.8 2192701.46964 1431241.76357
0.9 2214330.71799 1457196.86159
1.0 2235114.10092 1482136.9211
1.1 2254969.5959 1505963.51508
1.2 2273818.84237 1528582.61085
1.3 2291587.45097 1549904.94116
1.4 2308205.29711 1569846.35653
1.5 2323606.79775 1588328.1573
1.6 2337731.1702 1605277.40424
1.7 2350522.67202 1620627.20642
1.8 2361930.82099 1634316.98518
1.9 2371910.59436 1646292.71323
2.0 2380422.60652 1656507.12782
2.1 2387433.26445 1664919.91734
2.2 2392914.90029 1671497.88035
2.3 2396845.88053 1676215.05663
2.4 2399210.69137 1679052.82965
2.5 2400000.0 1680000.0
2.6 2399210.69137 1679052.82965
2.7 2396845.88053 1676215.05663
2.8 2392914.90029 1671497.88035
2.9 2387433.26445 1664919.91734
3.0 2380422.60652 1656507.12782
3.1 2371910.59436 1646292.71323
3.2 2361930.82099 1634316.98518
3.3 2350522.67202 1620627.20642
3.4 2337731.1702 1605277.40424
3.5 2323606.79775 1588328.1573
3.6 2308205.29711 1569846.35653
3.7 2291587.45097 1549904.94116
3.8 2273818.84237 1528582.61085
3.9 2254969.5959 1505963.51508
4.0 2235114.10092 1482136.9211
4.1 2214330.71799 1457196.86159
4.2 2192701.46964 1431241.76357
4.3 2170311.71663 1404374.05995
4.4 2147249.82107 1376699.78529
4.5 2123606.79775 1348328.1573
4.6 2099475.95487 1319371.14584
4.7 2074952.52583 1289943.031
4.8 2050133.29343 1260159.95211
4.9 2025116.20781 1230139.44937
5.0 2000000.0 1200000.0
5.1 1974883.79219 1169860.55063
5.2 1949866.70657 1139840.04789
5.3 1925047.47417 1110056.969
5.4 1900524.04513 1080628.85416
5.5 1876393.20225 1051671.8427
5.6 1852750.17893 1023300.21471
5.7 1829688.28337 995625.940049
5.8 1807298.53036 968758.236431
5.9 1785669.28201 942803.13841
6.0 1764885.89908 917863.0789
6.1 1745030.4041 894036.484921
6.2 1726181.15763 871417.389154
6.3 1708412.54903 850095.058838
6.4 1691794.70289 830153.643468
6.5 1676393.20225 811671.8427
6.6 1662268.8298 794722.595759
6.7 1649477.32798 779372.793579
6.8 1638069.17901 765683.014816
6.9 1628089.40564 753707.286774
7.0 1619577.39348 743492.872178
7.1 1612566.73555 735080.082658
7.2 1607085.09971 728502.11965
7.3 1603154.11947 723784.943369
7.4 1600789.30863 720947.170354
7.5 1600000.0 720000.0
7.6 1600789.30863 720947.170354
7.7 1603154.11947 723784.943369
7.8 1607085.09971 728502.11965
7.9 1612566.73555 735080.082658
8.0 1619577.39348 743492.872178
8.1 1628089.40564 753707.286774
8.2 1638069.17901 765683.014816
8.3 1649477.32798 779372.793579
8.4 1662268.8298 794722.595759
8.5 1676393.20225 811671.8427
8.6 1691794.70289 830153.643468
8.7 1708412.54903 850095.058838
8.8 1726181.15763 871417.389154
8.9 1745030.4041 894036.484921
9.0 1764885.89908 917863.0789
9.1 1785669.28201 942803.13841
9.2 1807298.53036 968758.236431
9.3 1829688.28337 995625.940049
9.4 1852750.17893 1023300.21471
9.5 1876393.20225 1051671.8427
9.6 1900524.04513 1080628.85416
9.7 1925047.47417 1110056.969
9.8 1949866.70657 1139840.04789
9.9 1974883.79219 1169860.55063
10.0 2000000.0 1200000.0
10.1 2025116.20781 1230139.44937
10.2 2050133.29343 1260159.95211
10.3 2074952.52583 1289943.031
10.4 2099475.95487 1319371.14584
10.5 2123606.79775 1348328.1573
10.6 2147249.82107 1376699.78529
10.7 2170311.71663 1404374.05995
10.8 2192701.46964 1431241.76357
10.9 2214330.71799 1457196.86159
11.0 2235114.10092 1482136.9211
11.1 2254969.5959 1505963.51508
11.2 2273818.84237 1528582.61085
11.3 2291587.45097 1549904.94116
11.4 2308205.29711 1569846.35653
11.5 2323606.79775 1588328.1573
11.6 2337731.1702 1605277.40424
11.7 2350522.67202 1620627.20642
11.8 2361930.82099 1634316.98518
11.9 2371910.59436 1646292.71323
12.0 2380422.60652 1656507.12782
12.1 2387433.26445 1664919.91734
12.2 2392914.90029 1671497.88035
12.3 2396845.88053 1676215.05663
12.4 2399210.69137 1679052.82965
12.5 2400000.0 1680000.0
12.6 2399210.69137 1679052.82965
12.7 2396845.88053 1676215.05663
12.8 2392914.90029 1671497.88035
12.9 2387433.26445 1664919.91734
13.0 2380422.60652 1656507.12782
13.1 2371910.59436 1646292.71323
13.2 2361930.82099 1634316.98518
13.3 2350522.67202 1620627.20642
13.4 2337731.1702 1605277.40424
13.5 2323606.79775 1588328.1573
13.6 2308205.29711 1569846.35653
13.7 2291587.45097 1549904.94116
13.8 2273818.84237 1528582.61085
13.9 2254969.5959 1505963.51508
14.0 2235114.10092 1482136.9211
14.1 2214330.71799 1457196.86159
14.2 2192701.46964 1431241.76357
14.3 2170311.71663 1404374.05995
14.4 2147249.82107 1376699.78529
14.5 2123606.79775 1348328.1573
14.6 2099475.95487 1319371.14584
14.7 2074952.52583 1289943.031
14.8 2050133.29343 1260159.95211
14.9 2025116.20781 1230139.44937
15.0 2000000.0 1200000.0
15.1 1974883.79219 1169860.55063
15.2 1949866.70657 1139840.04789
15.3 1925047.47417 1110056.969
15.4 1900524.04513 1080628.85416
15.5 1876393.20225 1051671.8427
15.6 1852750.17893 1023300.21471
15.7 1829688.28337 995625.940049
15.8 1807298.53036 968758.236431
15.9 1785669.28201 942803.13841
16.0 1764885.89908 917863.0789
16.1 1745030.4041 894036.484921
16.2 1726181.15763 871417.389154
16.3 1708412.54903 850095.058838
16.4 1691794.70289 830153.643468
16.5 1676393.20225 811671.8427
16.6 1662268.8298 794722.595759
16.7 1649477.32798 779372.793579
16.8 1638069.17901 765683.014816
16.9 1628089.40564 753707.286774
17.0 1619577.39348 743492.872178
17.1 1612566.73555 735080.082658
17.2 1607085.09971 728502.11965
17.3 1603154.11947 723784.943369
17.4 1600789.30863 720947.170354
17.5 1600000.0 720000.0
17.6 1600789.30863 720947.170354
17.7 1603154.11947 723784.943369
17.8 1607085.09971 728502.11965
17.9 1612566.73555 735080.082658
18.0 1619577.39348 743492.872178
18.1 1628089.40564 753707.286774
18.2 1638069.17901 765683.014816
18.3 1649477.32798 779372.793579
18.4 1662268.8298 794722.595759
18.5 1676393.20225 811671.8427
18.6 1691794.70289 830153.643468
18.7 1708412.54903 850095.058838
18.8 1726181.15763 871417.389154
18.9 1745030.4041 894036.484921
19.0 1764885.89908 917863.0789
19.1 1785669.28201 942803.13841
19.2 1807298.53036 968758.236431
19.3 1829688.28337 995625.940049
19.4 1852750.17893 1023300.21471
19.5 1876393.20225 1051671.8427
19.6 1900524.04513 1080628.85416
19.7 1925047.47417 1110056.969
19.8 1949866.70657 1139840.04789
19.9 1974883.79219 1169860.55063
20.0 2000000.0 1200000.0
20.1 2025116.20781 1230139.44937
20.2 2050133.29343 1260159.95211
20.3 2074952.52583 1289943.031
20.4 2099475.95487 1319371.14584
20.5 2123606.79775 1348328.1573
20.6 2147249.82107 1376699.78529
