0.0 1619577.39348 743492.872178
0.1 1620361.542 744433.850405
0.2 1621160.678 745392.813603
0.3 1621974.76993 746369.723914
0.4 1622803.78564 747364.542771
0.5 1623647.69242 748377.230902
0.6 1624506.45694 749407.748326
0.7 1625380.0453 750456.054361
0.8 1626268.42302 751522.107621
0.9 1627171.55502 752605.86602
1.0 1628089.40564 753707.286774
1.1 1629021.93867 754826.326399
1.2 1629969.11727 755962.940719
1.3 1630930.90405 757117.084862
1.4 1631907.26105 758288.713264
1.5 1632898.14973 759477.779672
1.6 1633903.53095 760684.237142
1.7 1634923.36504 761908.038046
1.8 1635957.61173 763149.134071
1.9 1637006.23018 764407.47622
2.0 1638069.17901 765683.014816
2.1 1639146.41625 766975.699503
2.2 1640237.89937 768285.479248
2.3 1641343.58529 769612.302343
2.4 1642463.43034 770956.116407
2.5 1643597.39032 772316.86839
2.6 1644745.42047 773694.504569
2.7 1645907.47547 775088.97056
2.8 1647083.50943 776500.211311
2.9 1648273.47592 777928.171109
3.0 1649477.32798 779372.793579
3.1 1650695.01808 780834.021691
3.2 1651926.49813 782311.797759
3.3 1653171.71953 783806.063441
3.4 1654430.63312 785316.759747
3.5 1655703.1892 786843.827038
3.6 1656989.33752 788387.205027
3.7 1658289.02732 789946.832784
3.8 1659602.20728 791522.648739
3.9 1660928.82557 793114.590679
4.0 1662268.8298 794722.595759
4.1 1663622.16708 796346.600497
4.2 1664988.78398 797986.54078
4.3 1666368.62655 799642.351866
4.4 1667761.64032 801313.968386
4.5 1669167.77029 803001.324348
4.6 1670586.96095 804704.353138
4.7 1672019.15627 806422.987524
4.8 1673464.29971 808157.159656
4.9 1674922.33423 809906.801072
5.0 1676393.20225 811671.8427
5.1 1677876.84572 813452.214859
5.2 1679373.20605 815247.847262
5.3 1680882.22418 817058.669021
5.4 1682403.84054 818884.608649
5.5 1683937.99505 820725.59406
5.6 1685484.62715 822581.552574
5.7 1687043.67577 824452.410923
5.8 1688615.07937 826338.095248
5.9 1690198.77592 828238.531105
6.0 1691794.70289 830153.643468
6.1 1693402.79728 832083.356732
6.2 1695022.9956 834027.594715
6.3 1696655.23388 835986.280661
6.4 1698299.44771 837959.337247
6.5 1699955.57215 839946.686577
6.6 1701623.54183 841948.250196
6.7 1703303.2909 843963.949085
6.8 1704994.75306 845993.703668
6.9 1706697.86151 848037.433813
7.0 1708412.54903 850095.058838
7.1 1710138.74793 852166.49751
7.2 1711876.39004 854251.668054
7.3 1713625.40679 856350.48815
7.4 1715385.72912 858462.87494
7.5 1717157.28753 860588.74503
7.6 1718940.01208 862728.014497
7.7 1720733.8324 864880.598883
7.8 1722538.67767 867046.41321
7.9 1724354.47665 869225.371974
8.0 1726181.15763 871417.389154
8.1 1728018.64851 873622.378213
8.2 1729866.87675 875840.252102
8.3 1731725.76939 878070.923262
8.4 1733595.25303 880314.303632
8.5 1735475.25387 882570.304645
8.6 1737365.6977 884838.837239
8.7 1739266.50988 887119.811856
8.8 1741177.61537 889413.138447
8.9 1743098.93873 891718.726475
9.0 1745030.4041 894036.484921
9.1 1746971.93523 896366.322282
9.2 1748923.45548 898708.14658
9.3 1750884.8878 901061.865366
9.4 1752856.15476 903427.385717
9.5 1754837.17854 905804.614247
9.6 1756827.88092 908193.457107
9.7 1758828.18332 910593.819989
9.8 1760838.00678 913005.608132
9.9 1762857.27194 915428.726323
